"1",6,0,6,1,33,2,1,5,8,17,15,41,9,7,17,1,2,5,6,1,4,4,13,12,4,2,1,4,7,8,4,31,10,5,36,1,26,3,1,3,1,6,37,7,6,7,3,26,2,8,1,8,11,4,7,0,0,9,9,8,39,2,3,19,3,0,41,27,6,7,30,0,8,40,8,1,3,1,1,1,2
"1",3,0,6,1,25,1,1,1,0,37,13,48,11,1,17,0,4,7,3,1,16,5,18,10,1,0,5,5,6,9,4,38,13,4,20,2,47,4,1,4,1,3,39,2,2,4,10,23,2,6,5,6,8,7,4,4,2,6,4,7,57,2,2,18,5,1,42,10,12,12,35,3,4,30,31,2,1,4,2,3,3
"1",6,1,3,1,27,4,1,0,3,38,14,36,5,2,17,0,1,2,4,0,9,5,10,13,0,1,1,5,5,3,3,27,18,5,33,2,17,2,0,2,0,4,29,3,6,2,4,21,5,4,2,6,7,8,3,3,0,11,3,5,51,2,3,4,9,3,38,13,7,9,18,8,1,48,15,3,3,2,0,3,1
"1",1,4,4,4,23,2,1,0,0,26,9,41,9,2,18,0,3,3,6,0,11,2,8,11,0,3,3,3,7,2,5,26,16,9,35,0,18,2,0,3,2,4,39,1,8,7,6,17,1,2,3,8,2,10,3,4,0,10,5,10,49,0,0,19,1,1,40,13,10,5,22,3,5,43,24,0,0,1,1,4,0
"1",4,3,12,1,21,3,0,1,1,35,5,44,8,1,18,0,6,2,3,2,12,1,8,10,1,1,0,4,11,2,1,35,12,7,23,5,31,3,1,0,1,1,36,2,3,7,5,10,3,3,5,4,7,7,3,1,1,12,3,6,59,3,7,4,3,1,53,23,7,7,28,2,3,54,15,1,7,5,6,3,3
"1",3,1,6,1,22,0,1,2,4,25,9,44,7,4,6,0,1,1,2,1,4,6,18,9,1,7,2,3,9,1,8,24,6,5,16,2,22,4,2,1,1,1,35,4,2,4,5,21,3,6,1,3,10,3,8,2,1,4,4,3,38,0,1,11,4,1,50,17,3,8,28,4,9,16,30,5,5,2,4,1,4
"1",5,1,13,4,24,3,0,0,3,45,8,52,5,1,11,0,3,2,1,0,2,2,8,10,0,4,2,1,2,1,4,30,22,10,37,3,20,7,1,0,0,2,41,3,7,4,5,26,6,3,3,10,7,5,3,2,4,12,7,8,42,1,2,10,2,3,42,12,5,11,30,3,1,50,17,2,2,3,4,3,3
"1",3,3,2,2,36,3,1,0,3,34,11,40,5,2,11,1,0,3,5,4,9,5,21,8,1,0,2,6,3,5,2,24,26,5,34,1,25,3,0,2,1,1,48,3,7,3,6,15,2,4,4,11,10,7,4,3,2,16,9,6,56,1,5,5,1,3,46,12,9,16,30,0,7,31,23,2,9,2,3,2,1
"1",4,1,6,4,31,0,3,1,3,42,20,50,6,2,18,2,6,6,3,1,10,7,12,18,2,1,2,6,6,3,3,40,14,4,31,0,36,2,1,1,2,1,41,3,3,4,7,23,0,2,3,15,3,6,1,2,4,12,2,3,39,2,6,15,4,0,52,13,7,7,18,5,4,31,21,1,9,0,4,3,0
"1",2,1,9,5,24,3,1,3,2,35,4,44,11,1,14,0,1,0,0,0,12,4,9,12,2,1,2,2,10,2,1,43,14,10,28,0,30,0,2,6,0,2,46,2,3,8,4,16,6,2,5,10,8,0,4,1,2,7,5,5,44,0,7,14,0,1,41,13,3,11,17,3,2,42,19,5,2,4,7,1,3
"1",3,0,5,1,33,3,2,2,2,23,3,37,14,1,15,1,2,1,2,1,7,5,18,10,0,2,0,1,10,2,7,28,14,9,19,1,29,3,3,1,1,2,34,1,8,6,9,11,3,4,4,10,9,10,6,1,1,12,11,5,53,2,3,5,3,1,67,14,4,11,26,2,4,35,15,3,5,1,4,3,1
"1",5,2,7,2,19,2,1,0,1,21,10,41,9,3,14,3,2,5,1,1,5,7,14,16,1,2,0,4,5,3,2,34,13,6,17,4,30,2,3,2,2,1,46,6,2,8,5,16,9,1,4,8,4,5,2,4,1,10,12,6,66,3,5,7,0,3,35,9,6,12,40,4,6,39,14,4,6,1,4,5,1
"1",4,2,8,3,25,2,1,3,0,19,12,36,7,0,16,1,1,1,10,0,4,1,10,9,1,2,4,2,11,6,7,27,15,7,39,1,24,1,1,0,2,1,44,1,3,6,6,18,2,0,5,14,10,5,3,2,0,6,9,5,48,2,4,8,1,0,49,11,6,14,20,2,4,35,14,2,5,3,5,6,2
"1",3,1,10,2,25,4,0,0,0,17,13,36,4,1,13,0,3,3,4,3,9,6,6,10,2,2,1,2,7,3,3,21,15,5,16,0,29,1,1,0,2,9,34,6,4,11,4,18,2,5,2,9,4,4,7,1,3,8,7,5,46,1,4,9,3,0,26,16,13,11,31,3,1,25,14,2,0,2,2,7,1
"1",4,1,7,5,15,0,1,0,5,29,13,45,11,0,21,2,5,4,2,1,4,2,10,10,1,1,1,3,3,9,2,20,10,8,46,0,27,4,4,2,2,2,47,8,6,7,7,18,4,7,3,11,4,5,6,3,0,9,4,3,46,1,1,9,6,1,44,8,8,8,32,8,5,47,24,5,2,3,1,2,2
"1",3,1,9,2,17,0,0,2,4,31,9,50,3,4,18,0,4,5,9,6,12,1,12,16,1,1,2,1,6,2,4,37,12,6,31,3,25,4,0,2,0,1,34,2,2,3,5,11,4,3,5,6,3,7,2,6,0,11,5,8,54,3,4,12,6,1,46,5,10,11,33,5,2,19,21,2,3,1,2,3,0
