"1",2,4,7,2,21,6,1,1,0,26,12,31,11,2,13,1,2,2,3,0,3,6,25,8,3,2,2,2,5,5,4,34,13,7,9,2,14,6,1,0,3,4,43,3,8,5,6,15,1,4,5,17,9,6,8,2,0,13,10,7,41,1,3,10,5,0,23,11,6,7,41,3,1,36,20,2,8,4,3,4,2
"1",5,2,9,2,22,2,1,1,0,23,13,48,9,1,17,0,6,3,5,0,7,8,18,9,0,1,4,3,3,3,5,36,11,5,23,3,26,1,1,1,1,2,29,8,8,6,12,15,0,3,3,12,8,6,2,1,2,10,4,7,47,4,3,9,4,3,44,14,10,13,26,8,3,29,19,2,9,2,1,2,4
"1",2,2,6,0,19,3,1,0,1,24,12,40,9,0,15,0,4,4,3,2,9,0,18,9,1,0,1,0,6,3,6,19,17,4,30,0,29,0,0,2,0,3,49,6,7,6,1,23,2,3,4,7,9,5,2,3,0,7,8,8,43,0,4,7,3,0,42,10,6,23,37,5,5,34,17,5,2,5,1,5,1
"1",3,4,4,1,27,0,0,1,5,25,9,47,8,1,11,0,1,2,3,0,5,6,14,11,2,0,2,3,10,1,4,31,17,1,34,4,19,3,4,3,1,5,37,3,11,8,5,16,2,6,3,11,1,3,8,3,0,13,1,7,38,3,4,15,5,1,41,14,8,9,23,1,2,28,18,2,6,5,4,4,2
"1",6,0,6,4,22,5,0,1,0,30,15,27,8,6,15,0,1,2,5,1,3,5,18,15,1,1,3,1,7,4,5,17,17,7,25,5,19,3,2,5,0,7,47,3,7,4,9,20,1,1,4,9,7,10,5,3,0,6,9,9,44,0,6,9,0,2,48,16,7,7,32,7,5,38,11,4,1,4,0,4,3
"1",8,2,4,1,22,0,2,0,3,31,9,54,5,7,14,1,5,2,7,1,11,5,22,5,0,1,0,5,4,6,7,24,18,4,23,1,29,1,1,2,0,2,47,2,4,2,2,18,1,5,1,7,6,3,5,1,0,11,11,7,46,1,3,6,5,1,41,20,12,8,27,2,3,35,10,4,8,1,2,2,5
"1",1,3,3,3,34,1,1,0,1,25,13,43,5,4,17,3,0,6,7,1,9,1,7,10,1,1,1,0,10,3,2,21,18,3,31,1,30,1,0,1,1,1,35,6,10,6,3,27,2,4,4,4,4,9,10,0,2,14,10,3,56,2,3,5,3,0,32,16,4,6,32,1,5,35,13,2,8,2,1,3,2
"1",5,2,12,0,24,1,1,0,0,24,17,39,14,0,15,4,2,0,5,0,4,4,18,10,4,1,0,2,2,5,5,24,16,9,25,0,30,2,1,1,1,3,50,3,1,5,5,23,1,4,2,4,7,3,2,0,2,13,12,6,37,3,8,14,5,1,55,20,7,6,37,5,3,39,20,3,8,5,3,7,1
"1",3,1,5,6,13,0,2,2,4,24,7,48,10,0,10,0,2,5,12,0,11,2,22,16,1,1,2,4,4,3,3,38,15,7,15,4,24,7,0,1,0,4,49,3,5,4,6,24,3,7,4,7,11,3,6,1,3,2,8,5,51,6,1,10,3,2,55,19,5,11,32,4,6,27,14,4,2,4,0,6,4
"1",4,0,9,4,12,1,2,2,4,23,9,51,3,1,17,1,3,1,3,0,17,2,20,5,2,2,2,0,7,1,0,34,13,6,25,1,32,0,1,3,2,1,46,2,4,4,2,22,5,2,3,7,8,2,7,2,0,9,5,2,49,2,1,9,8,0,57,14,4,11,30,3,1,34,10,3,12,2,4,5,2
