"1",4,32,1,13,3,20,2,2,53,9,15,2,8,2,3,11,8,15,2,9,0,10,1,20,4,15,23,2,3,20,4,8,9,1,1,4,3,21,0,11,1,5,26,1,2,2,2,16,3,24,3,14,4,16,2,2,38,19,8,1,4,17,16,1,5,1,0,13,4,17,4,39,10,0,2,14,15,6,4,1,3,1,21,29,7,1,4,23,1,9,2,15,4,2,14
"1",5,22,2,11,1,12,2,4,37,5,5,1,5,3,7,14,5,17,8,5,0,6,1,11,7,19,19,2,9,14,1,4,0,1,1,9,3,32,0,20,2,3,26,2,2,1,0,14,6,25,3,14,0,17,2,2,37,15,6,0,1,17,18,2,9,1,0,4,1,19,1,23,11,1,2,18,23,6,3,2,1,0,17,24,14,0,5,16,7,8,0,14,2,1,5
"1",0,21,2,15,1,34,4,5,41,9,4,1,4,1,2,27,2,23,6,12,0,10,0,16,2,17,17,0,6,17,2,6,12,1,0,4,3,35,1,12,2,2,9,2,1,1,0,13,5,23,0,13,0,18,4,1,32,23,5,2,4,15,18,5,7,1,1,10,3,10,3,14,8,0,4,28,18,3,2,1,0,2,29,23,10,3,6,10,3,12,0,18,4,1,10
"1",0,20,1,21,1,24,2,0,41,11,11,0,2,2,6,21,0,17,2,7,0,9,0,12,1,26,30,3,6,17,2,7,14,2,1,5,4,20,0,20,0,4,18,2,1,3,1,13,2,25,2,14,0,21,3,0,30,19,7,2,1,15,17,2,8,2,0,11,7,13,7,24,21,0,1,21,19,3,1,0,0,3,27,25,7,0,4,11,9,10,1,17,0,1,12
"1",1,18,2,11,1,20,0,10,46,11,8,1,15,3,5,10,6,17,2,4,1,11,1,20,5,22,28,0,17,21,0,2,7,0,3,5,1,15,1,28,4,1,19,1,0,3,2,11,4,22,5,10,2,11,1,0,38,10,3,2,7,6,22,4,9,2,1,12,6,18,7,20,13,1,3,21,22,6,4,2,0,2,24,24,8,0,8,12,5,15,1,22,2,3,3
"1",2,25,1,13,3,14,8,4,52,7,8,0,5,1,6,19,2,24,1,3,0,11,1,17,3,15,22,2,6,20,5,7,5,0,0,11,6,22,1,11,2,3,14,1,3,3,1,10,4,14,2,10,1,17,1,1,41,19,0,1,6,7,13,4,10,0,0,9,9,13,2,28,12,1,3,25,14,8,2,0,1,1,20,31,17,2,4,17,2,10,1,14,1,0,8
"1",3,28,0,11,5,20,3,5,44,5,5,1,7,6,3,17,9,18,4,12,1,5,1,16,6,17,23,5,4,19,5,9,11,2,1,5,2,18,0,17,1,3,12,2,0,3,0,21,3,32,2,19,3,23,1,2,30,14,5,0,5,11,14,2,8,2,0,7,10,8,2,23,10,0,2,14,18,4,5,1,2,4,26,28,2,1,2,13,6,12,0,17,0,2,5
"1",5,22,4,14,1,24,3,3,40,15,7,2,10,1,6,31,2,13,4,10,1,8,1,15,0,19,20,2,8,13,4,12,7,1,2,3,1,26,1,17,0,3,23,2,4,2,0,27,7,16,3,14,1,17,1,0,29,27,2,0,3,9,16,4,3,1,3,13,7,5,6,20,14,1,3,30,32,6,3,1,1,0,23,25,7,1,8,16,4,3,0,18,2,2,12
"1",0,21,2,15,4,20,7,5,70,10,5,0,4,5,5,20,0,21,1,10,0,8,0,13,2,17,18,1,11,17,2,4,8,1,0,5,5,21,2,12,1,3,8,2,5,2,0,18,3,27,3,6,1,23,4,0,42,7,2,2,6,8,12,1,6,4,0,21,8,12,1,23,18,1,3,21,11,5,6,0,0,1,31,25,14,0,8,13,2,14,0,24,3,2,10
"1",1,20,1,12,2,21,3,5,49,17,5,1,8,1,3,24,4,15,0,5,0,8,1,22,13,11,23,2,8,14,2,5,6,1,1,3,3,21,0,25,3,6,19,8,0,0,1,18,9,24,7,15,0,17,2,1,45,16,4,1,0,14,15,10,9,5,0,22,2,7,3,29,6,1,2,13,14,5,1,1,0,3,17,17,8,2,5,8,5,9,0,22,0,1,9
"1",3,35,1,5,0,19,0,6,37,18,9,1,5,0,8,11,2,7,2,3,1,12,0,16,2,28,27,2,5,26,3,9,12,3,0,9,1,19,0,12,1,5,25,4,0,5,1,19,3,23,0,9,3,14,1,1,38,21,6,1,4,18,15,5,8,2,0,17,9,21,2,22,6,0,0,12,6,5,5,0,0,1,19,20,2,0,5,15,3,15,0,17,1,2,7
"1",1,22,1,14,3,16,1,6,39,9,10,1,9,1,8,19,9,22,2,8,0,6,0,14,7,23,32,1,6,19,3,13,8,3,1,2,3,25,4,15,0,3,26,6,2,2,1,19,3,20,1,14,0,11,2,0,35,21,2,1,8,8,11,2,7,0,0,20,4,17,7,12,16,0,1,21,15,7,7,2,0,2,19,20,11,0,7,17,0,8,0,14,2,1,11
"1",0,37,1,15,8,26,2,1,44,12,12,2,8,4,1,24,1,20,4,4,0,9,2,11,7,19,30,4,9,26,2,1,5,2,0,11,3,12,0,15,2,4,14,5,1,4,3,13,3,31,1,16,0,16,2,0,36,26,4,2,9,12,18,6,5,3,1,15,6,18,7,21,14,2,3,21,15,10,2,0,0,3,23,18,10,1,1,8,5,9,1,18,2,2,7
"1",2,20,0,9,4,25,5,1,49,9,11,0,12,1,7,26,3,17,0,9,0,9,0,14,10,19,21,0,7,18,2,11,15,1,1,10,2,12,2,10,2,4,17,3,0,1,1,17,2,24,5,6,0,14,2,2,41,18,2,4,4,20,11,2,6,2,1,28,6,15,5,25,12,0,4,17,9,5,1,0,0,2,21,18,7,2,3,10,6,8,0,13,0,3,2
"1",0,22,1,12,7,32,3,0,40,8,7,1,10,2,7,21,7,18,1,13,0,8,0,16,9,21,21,2,7,17,4,4,4,2,1,6,1,14,0,17,2,3,16,4,1,4,3,14,4,24,3,15,2,18,2,0,32,27,5,2,2,12,21,2,13,1,1,12,4,12,3,28,9,0,3,11,19,3,2,1,0,2,17,19,7,2,3,9,8,15,1,24,4,4,21
"1",0,28,5,12,1,15,5,4,53,11,12,1,3,3,6,8,15,12,3,8,1,5,0,20,9,13,35,1,6,19,4,6,5,0,0,4,3,13,0,7,2,2,14,7,3,3,2,23,2,34,4,17,1,19,0,1,28,36,3,1,9,10,13,4,8,0,1,17,13,13,5,21,9,0,2,28,11,3,1,2,1,4,13,17,6,2,5,11,9,9,0,16,0,1,8
"1",0,13,3,11,5,16,2,5,50,14,15,0,10,2,5,17,2,27,1,11,1,13,0,14,5,21,22,1,7,11,5,7,18,1,2,4,4,19,0,10,0,1,22,3,2,7,4,13,0,34,2,13,0,28,2,2,42,11,3,2,5,3,19,1,9,4,0,14,5,24,2,30,13,0,3,10,16,3,4,2,1,7,34,33,8,2,0,10,4,11,0,19,2,1,9
"1",1,25,2,14,2,33,4,3,46,15,16,0,8,1,3,15,8,23,0,8,0,8,1,18,8,26,17,2,4,25,5,6,7,5,0,6,4,23,1,23,2,1,22,2,0,7,0,8,6,21,4,8,0,17,4,1,34,13,2,2,2,7,17,7,3,2,0,6,4,19,5,22,7,0,6,27,11,6,0,1,1,1,30,12,7,0,4,18,1,9,1,15,0,0,12
"1",0,12,0,16,1,23,3,3,44,10,8,2,2,0,5,17,3,17,2,13,1,15,1,16,3,16,29,1,4,18,2,3,7,4,0,6,2,23,0,13,0,2,15,0,5,5,0,11,1,17,4,15,2,16,2,1,37,20,1,1,1,8,20,8,8,2,0,9,1,16,5,30,14,1,6,20,17,6,1,0,0,1,22,19,9,1,1,12,4,9,0,18,1,2,12
