"1",6,0,5,4,17,3,0,1,2,31,7,39,14,3,17,0,4,5,2,1,7,3,17,14,1,1,2,4,4,0,10,30,15,6,12,1,17,3,1,2,1,6,36,3,1,4,4,19,0,3,3,3,3,3,7,1,5,15,9,3,41,1,7,5,10,1,52,10,5,9,38,5,7,30,23,2,6,4,1,3,0
"1",4,2,3,2,30,1,0,2,4,36,12,39,4,1,16,1,3,3,5,2,9,6,6,5,1,4,2,4,4,3,6,43,19,5,26,3,33,5,1,0,0,5,49,1,10,1,0,20,1,3,6,10,8,6,4,3,1,12,8,7,40,4,3,8,5,2,55,14,8,13,35,6,2,57,24,1,5,6,4,8,1
"1",3,1,2,1,25,3,1,1,1,14,15,47,11,0,18,1,3,6,3,2,9,3,9,11,2,3,1,0,3,6,1,21,11,9,10,2,25,6,1,0,0,1,40,2,3,5,2,13,5,2,4,6,8,11,6,0,0,12,5,7,70,0,4,9,5,2,41,7,8,10,20,2,3,23,24,3,7,1,3,3,1
"1",1,3,2,3,23,1,1,1,3,31,10,44,9,3,16,0,3,5,5,2,17,2,21,21,2,1,1,3,9,1,3,25,22,7,5,1,28,2,1,2,2,5,44,5,4,1,9,16,4,2,5,5,3,3,4,6,1,9,6,2,53,1,3,9,7,1,38,13,3,5,21,7,4,34,15,2,5,7,1,5,2
"1",8,2,7,0,21,3,2,6,1,30,11,41,8,5,19,1,2,5,6,3,7,4,8,11,4,0,0,3,4,3,4,23,26,4,18,4,25,3,4,1,1,3,33,4,4,3,6,20,3,7,6,15,6,5,2,3,1,13,9,7,36,3,2,14,3,2,45,18,6,9,41,3,1,17,17,0,3,1,2,2,3
"1",4,1,6,5,23,1,2,0,2,25,10,43,8,2,8,1,2,2,2,1,7,1,8,6,4,0,2,2,6,6,11,21,19,8,20,3,33,4,0,0,1,3,36,2,6,1,2,18,7,1,1,9,9,0,4,3,1,12,13,5,38,2,5,7,2,0,51,15,7,11,26,1,3,44,15,1,8,5,3,2,5
"1",11,2,5,0,23,5,3,0,3,31,11,43,8,4,14,2,6,4,5,0,12,7,9,17,0,3,0,1,5,0,8,29,17,5,21,3,32,3,0,1,2,1,29,1,10,3,2,10,3,2,2,7,8,7,2,2,2,3,10,2,34,2,3,9,4,0,47,12,12,10,27,2,4,35,24,3,9,2,3,1,1
"1",8,3,5,2,12,3,4,3,1,25,5,52,4,1,19,3,2,6,5,0,8,0,15,6,3,2,0,2,5,2,9,34,17,10,18,3,21,2,0,2,0,0,33,3,11,7,4,13,2,3,3,9,10,5,2,6,1,21,4,5,49,3,4,7,3,2,28,9,11,6,37,3,4,27,17,7,3,4,0,0,1
"1",1,1,4,1,20,3,1,0,0,16,13,33,10,3,21,1,3,2,4,1,6,6,24,13,2,1,2,3,5,4,6,27,15,9,15,0,28,0,2,2,1,1,48,2,8,6,10,18,2,5,1,5,10,6,8,4,0,6,7,5,42,0,5,8,11,2,44,18,10,13,33,4,1,33,30,3,8,3,3,5,2
"1",3,1,6,2,24,1,1,2,1,26,7,52,8,1,16,1,2,6,6,0,9,6,13,14,1,1,2,5,8,3,5,28,12,5,38,5,23,1,1,2,0,2,36,1,5,5,3,17,1,5,6,17,5,4,2,2,4,11,11,4,39,5,5,13,11,0,26,14,5,5,31,0,2,45,26,2,6,1,5,2,1
"1",0,1,8,0,28,3,2,1,2,39,8,52,3,2,19,1,4,4,5,1,13,1,9,13,3,2,2,2,3,1,7,44,18,5,24,0,30,2,0,3,3,1,31,6,5,11,4,32,1,4,6,12,14,1,5,6,1,9,9,4,61,1,7,12,2,1,43,12,7,12,41,3,2,27,17,3,4,9,6,2,5
"1",0,2,6,3,17,1,2,1,3,30,11,35,7,4,11,0,2,6,1,1,18,6,9,11,2,0,1,3,5,4,5,24,15,2,19,0,15,1,4,5,1,1,35,4,6,5,4,16,0,1,1,9,14,7,10,5,0,13,8,5,49,3,4,9,4,0,47,14,8,7,36,1,4,50,17,2,5,2,1,4,1
"1",3,1,6,2,33,2,5,1,1,35,12,50,4,6,15,1,3,4,6,0,4,7,11,13,2,0,2,2,7,4,3,28,8,4,40,2,19,5,4,1,6,3,57,2,7,4,3,18,3,2,2,10,3,7,5,1,3,8,4,7,39,2,3,7,2,0,18,9,9,13,31,0,1,34,13,6,2,3,3,3,4
"1",2,6,6,1,14,1,0,0,2,29,8,37,7,1,13,0,0,3,6,2,8,2,10,5,0,4,0,3,8,10,5,22,8,8,21,4,24,3,0,1,2,3,33,2,4,2,4,21,1,4,3,7,8,9,2,0,2,4,3,4,37,2,5,24,3,0,30,20,5,7,33,3,4,27,19,3,5,2,1,5,1
"1",3,0,8,2,28,2,3,0,3,19,14,39,9,2,25,1,0,3,5,1,9,3,10,19,0,1,2,5,6,9,5,26,12,4,21,2,25,3,0,2,3,1,25,2,5,10,6,18,5,4,1,5,9,6,3,2,3,17,7,5,42,1,2,11,3,1,54,12,8,18,27,2,1,19,21,1,3,2,3,3,3
"1",2,2,9,1,33,2,3,1,3,31,3,42,6,1,16,1,1,1,3,0,8,6,14,4,4,1,2,2,8,2,1,32,19,3,31,4,22,1,0,1,0,3,51,0,8,8,6,19,1,1,2,9,3,6,3,1,0,12,5,4,40,1,3,9,4,3,39,7,10,14,42,4,3,27,23,3,1,6,0,2,1
"1",6,4,7,3,20,1,1,1,2,30,18,49,4,4,19,0,1,1,5,1,6,3,15,12,3,2,3,1,4,1,2,30,16,8,30,2,14,4,3,4,4,4,43,2,1,1,5,12,1,6,1,12,10,10,3,2,0,14,6,3,27,4,4,8,5,1,45,6,6,12,45,1,3,45,18,1,7,1,3,3,3
"1",6,1,10,0,17,3,2,2,0,25,10,40,5,1,6,1,2,0,2,1,13,1,11,6,2,4,0,0,3,7,9,52,17,7,31,4,31,1,1,2,0,2,49,0,5,5,5,28,1,3,0,10,6,3,2,2,1,7,3,4,38,1,5,13,5,1,54,15,10,10,31,4,4,30,13,4,5,3,4,4,4
"1",1,4,4,1,19,3,3,0,1,18,9,39,5,0,17,0,2,4,1,0,13,2,19,7,1,3,1,3,5,4,2,32,17,3,21,2,26,2,1,1,0,2,32,7,4,6,2,15,2,2,4,14,5,5,0,3,1,6,2,7,52,1,5,5,6,2,45,5,6,10,38,2,7,27,9,0,2,0,4,2,2
"1",6,1,5,0,23,2,1,0,1,41,8,30,12,5,20,1,2,3,1,0,12,5,14,11,2,0,2,5,4,2,2,18,19,8,26,3,15,1,1,1,0,3,32,1,11,4,11,18,3,6,4,9,3,5,8,1,1,5,1,9,43,6,1,4,6,1,40,9,4,10,30,2,3,36,11,0,3,5,1,3,5
