"1",0,24,2,7,1,27,2,3,58,13,11,0,8,4,4,22,1,20,2,7,0,17,0,19,2,25,28,1,7,19,2,3,8,3,1,10,5,19,1,17,4,2,25,9,2,2,0,14,2,31,1,17,0,11,2,0,45,23,5,1,6,13,16,3,2,1,0,17,3,9,4,29,12,0,3,10,15,9,6,0,2,0,21,27,8,3,8,12,7,11,0,18,0,4,11
"1",1,13,0,11,2,24,4,3,51,9,14,0,8,2,2,21,5,16,0,4,1,11,1,16,7,18,17,0,8,12,2,2,10,6,3,5,3,19,0,15,2,2,19,3,2,1,0,9,0,23,3,4,1,20,3,1,36,9,4,0,4,9,23,5,6,10,0,9,7,18,2,30,22,0,1,13,10,2,3,0,0,1,27,27,11,1,11,16,6,9,1,15,1,1,10
"1",4,20,4,12,2,27,3,0,43,9,4,0,8,3,6,22,3,17,1,2,2,17,1,16,7,12,21,3,6,17,2,2,11,0,0,8,1,17,1,10,5,3,22,2,0,3,0,21,2,18,2,10,5,13,3,0,38,15,0,4,3,15,4,2,5,4,1,13,7,8,7,20,8,1,4,21,19,7,4,0,0,1,29,24,7,2,4,15,2,7,1,21,1,0,15
"1",2,21,1,17,5,17,7,6,47,6,8,1,9,1,3,21,1,19,3,5,0,19,1,12,3,16,23,2,5,21,3,3,11,0,1,1,2,20,2,11,0,3,14,2,1,1,0,23,3,18,1,13,0,18,1,0,41,12,2,0,8,9,14,3,0,6,0,9,1,7,6,22,14,0,3,13,15,4,1,1,0,7,23,21,11,1,5,21,8,12,0,35,0,0,5
"1",2,22,0,9,2,21,2,4,52,17,10,0,2,5,8,26,7,24,3,3,1,10,0,14,2,16,13,1,8,17,6,4,7,0,1,5,1,26,0,25,2,1,18,1,0,0,1,11,5,19,2,7,1,11,3,0,37,14,6,1,6,8,18,0,7,1,1,10,2,13,7,28,20,0,1,17,16,3,3,1,0,6,33,24,6,0,8,8,3,13,1,21,1,0,5
"1",1,26,2,16,1,15,7,1,41,18,4,0,7,3,5,16,4,16,0,4,1,13,1,16,6,19,21,0,8,24,3,3,5,1,1,10,5,24,1,21,1,2,30,3,1,3,0,18,4,17,3,8,2,18,3,0,34,17,3,0,14,8,14,5,7,1,0,12,6,10,3,22,14,0,2,16,17,8,0,1,2,3,20,26,10,0,8,14,6,6,0,15,3,3,13
"1",1,28,2,16,1,14,0,3,36,14,7,2,10,5,2,16,2,17,5,7,0,17,1,14,7,18,28,2,11,20,3,7,7,0,2,7,1,23,2,23,0,2,21,1,0,4,2,20,4,23,3,18,1,17,2,0,35,27,5,1,1,17,15,5,3,2,0,7,5,9,8,25,7,1,3,11,16,6,3,1,3,2,18,35,8,0,4,16,2,12,0,17,3,4,18
"1",1,22,2,18,4,16,5,7,61,18,6,3,9,3,1,15,2,12,4,10,0,13,2,11,10,9,19,0,4,22,3,8,1,0,1,6,4,17,2,17,2,5,9,3,0,3,0,16,0,19,5,10,0,18,5,0,30,18,2,2,8,9,21,2,7,8,0,14,6,9,4,29,17,1,3,14,11,12,7,0,0,0,24,21,8,0,7,11,7,14,0,12,1,0,10
"1",0,24,1,9,1,26,6,9,53,22,12,0,0,4,4,25,4,15,3,9,1,6,0,18,12,23,20,2,7,15,2,5,8,1,2,9,3,19,1,22,2,0,24,9,4,1,0,25,3,36,2,10,0,15,4,0,37,19,1,0,0,13,17,6,4,1,0,17,5,12,8,27,14,0,3,17,9,4,4,2,0,1,30,16,6,0,2,9,8,11,0,18,2,4,18
"1",1,21,0,5,0,24,1,0,31,17,15,0,10,1,4,18,3,17,1,8,0,15,0,14,3,25,22,1,7,16,4,3,15,0,1,3,4,30,0,16,2,2,21,1,1,2,0,13,3,18,2,5,0,21,0,0,36,9,6,1,2,10,29,4,11,2,0,12,15,8,4,22,11,0,5,15,11,5,2,0,1,0,13,28,6,1,6,11,4,11,0,16,2,0,10
