"1",3,0,5,2,26,2,2,3,4,29,8,49,12,2,13,2,2,3,2,0,5,3,9,11,4,2,0,5,9,2,9,21,14,3,16,4,30,4,3,1,0,2,30,7,7,3,5,20,4,1,5,17,6,12,4,4,2,8,7,5,35,1,7,7,4,2,46,8,13,13,27,5,2,33,11,4,13,5,4,3,6
"1",4,0,5,3,23,2,2,7,3,36,6,68,8,1,18,0,3,2,2,0,7,6,13,12,1,1,4,5,5,2,7,29,18,4,22,1,23,0,1,1,2,4,32,2,4,5,5,24,4,3,1,14,9,4,2,1,1,11,9,2,36,1,4,9,3,3,42,8,12,19,35,2,9,26,19,3,4,1,2,4,1
"1",4,2,4,4,20,1,0,4,3,20,8,22,9,5,18,1,2,4,18,1,7,5,24,5,3,2,1,1,8,1,4,38,21,6,36,1,22,3,3,1,1,3,36,1,5,3,12,13,7,1,5,13,9,8,6,1,0,7,9,9,68,5,4,6,4,2,52,9,2,10,33,3,2,29,22,0,3,6,3,4,5
"1",5,1,11,0,25,5,1,4,2,36,14,33,9,5,16,1,6,2,7,1,4,4,16,5,2,0,1,2,9,1,3,21,20,10,22,6,30,1,0,2,1,1,47,2,3,3,8,17,3,5,3,11,9,7,5,3,2,4,4,7,45,4,2,10,7,0,46,19,5,4,43,2,9,25,29,3,3,3,3,4,4
"1",3,3,9,1,27,1,1,2,2,18,19,38,7,3,11,2,7,3,7,1,4,3,14,3,2,1,1,4,9,3,3,28,23,11,16,3,20,1,1,2,1,2,47,2,5,7,3,22,3,1,5,5,6,6,2,1,0,7,8,4,27,3,5,6,6,0,27,25,6,5,31,1,2,30,17,2,6,1,3,1,3
"1",4,2,4,0,28,3,1,2,4,31,14,47,5,2,21,2,0,2,8,2,8,4,17,10,0,0,2,1,5,2,3,15,12,10,29,4,18,1,3,3,0,0,35,2,4,6,4,9,5,3,1,7,7,5,2,0,1,12,11,5,58,3,4,5,3,1,44,7,8,7,45,2,1,35,19,1,4,3,0,2,2
"1",1,0,7,4,40,2,2,1,0,20,8,33,5,1,10,0,3,8,3,1,10,5,10,4,1,0,2,2,7,6,4,22,8,16,28,2,21,1,3,3,1,2,35,3,5,3,2,15,3,2,2,7,9,4,7,1,3,9,8,7,51,2,3,10,2,2,44,17,4,11,27,1,6,37,10,4,6,2,0,2,1
"1",2,1,9,1,20,5,1,0,2,31,9,37,5,3,18,1,4,6,7,1,9,4,14,10,2,1,4,3,5,0,3,36,10,9,32,1,31,2,2,1,0,4,48,5,4,11,7,18,0,3,9,6,4,4,6,1,1,8,10,5,50,4,4,5,4,1,43,17,7,14,30,2,2,39,25,2,2,4,1,4,1
"1",4,1,10,1,14,3,0,2,2,25,9,34,6,0,14,2,1,2,2,0,8,4,10,5,2,4,2,2,7,4,3,39,16,5,21,1,17,3,0,3,0,2,39,1,3,7,3,24,3,2,2,7,6,9,6,4,1,8,3,10,57,2,3,6,5,0,26,12,5,13,25,5,4,16,24,2,11,2,1,4,2
"1",2,4,9,7,32,4,0,3,6,26,4,36,3,2,19,1,2,2,10,0,5,4,14,16,0,6,3,3,6,3,4,34,15,7,18,2,15,1,1,2,1,1,42,1,5,4,2,32,8,7,3,5,4,1,5,1,1,7,5,2,36,2,1,8,2,1,40,12,7,5,35,4,5,42,21,2,3,2,2,3,1
