"Players","HR.Career"
"furilca01",0.00284440230515103
"rosenal01",0.00284440230515103
"mcraeha01",0.00282958770981171
"joneswi01",0.00281477311447238
"lombaer01",0.00281477311447238
"bailebo01",0.00279995851913305
"baineha01",0.00279995851913305
"kellech01",0.00279995851913305
"porteda02",0.00278514392379372
"minosmi01",0.00275551473311506
"chambch01",0.00274070013777574
"gaettga01",0.00274070013777574
"gehrich01",0.00272588554243641
"gibsoki01",0.00272588554243641
"watsobo01",0.00272588554243641
"heilmha01",0.00271107094709708
"henrito01",0.00271107094709708
"daviswi02",0.00269625635175775
"bellge02",0.00268144175641842
"hermaba01",0.00268144175641842
"chapmsa01",0.00266662716107909
"crandde01",0.00265181256573977
"heldwo01",0.00265181256573977
"rudijo01",0.00265181256573977
"cliftha01",0.00263699797040044
"gentiji01",0.00263699797040044
"lazzeto01",0.00263699797040044
"moneydo01",0.00260736877972178
"bucknbi01",0.0025629249937038
"colbena01",0.0025629249937038
"coopewa01",0.0025629249937038
"robined01",0.00254811039836447
"vernomi01",0.00254811039836447
"cronijo01",0.00251848120768581
"elliobo01",0.00251848120768581
"hartji01",0.00251848120768581
"slaugen01",0.00250366661234648
"howarel01",0.00247403742166783
"triangu01",0.00247403742166783
"conigto01",0.0024592228263285
"hislela01",0.0024592228263285
"murphdw01",0.0024592228263285
"robinbi02",0.0024592228263285
"cruzjo01",0.00244440823098917
"balbost01",0.00242959363564984
"bauerha01",0.00242959363564984
"hafeych01",0.00242959363564984
"lemonji01",0.00242959363564984
"mattido01",0.00242959363564984
"seminan01",0.00242959363564984
"smithal04",0.00242959363564984
"keltnke01",0.00241477904031051
"madlobi01",0.00241477904031051
"smallro02",0.00241477904031051
"washicl01",0.00241477904031051
"boyercl02",0.00239996444497119
"demetdo01",0.00239996444497119
"hernake01",0.00238514984963186
"wallati01",0.00238514984963186
"meltobi01",0.00237033525429253
"rosepe01",0.00237033525429253
"whitero01",0.00237033525429253
"clenddo01",0.0023555206589532
"hickmji02",0.0023555206589532
"whitefr01",0.00234070606361387
"kittlro01",0.00231107687293522
"mcmulke01",0.00231107687293522
"meusebo01",0.00231107687293522
"baileed01",0.00229626227759589
"lollash01",0.00229626227759589
"lopesda01",0.00229626227759589
"raderdo02",0.00229626227759589
"terrybi01",0.00228144768225656
"davisto02",0.00226663308691723
"driesda01",0.00226663308691723
"treshto01",0.00226663308691723
"dropowa01",0.0022518184915779
"northji01",0.0022518184915779
"boonera01",0.00223700389623857
"cartejo01",0.00223700389623857
"fregoji01",0.00223700389623857
"brocklo01",0.00220737470555992
"mosebll01",0.00220737470555992
"torgeea01",0.00220737470555992
"whitalo01",0.00220737470555992
"kellyge01",0.00219256011022059
"kirklwi01",0.00219256011022059
"lezcasi01",0.00219256011022059
"maxwech01",0.00219256011022059
"durhale01",0.00217774551488126
"griffke01",0.00217774551488126
"jonesru01",0.00217774551488126
"woodlge01",0.00217774551488126
"harpeto01",0.00216293091954193
"spencji01",0.00216293091954193
"davisch01",0.00213330172886328
"davisgl01",0.00213330172886328
"mcreyke01",0.00211848713352395
"daviser01",0.00210367253818462
"moonwa01",0.00210367253818462
"lansfca01",0.00208885794284529
"higgipi01",0.00207404334750596
"briggjo02",0.00205922875216663
"montawi01",0.00205922875216663
"sandbry01",0.00205922875216663
"yosted01",0.00205922875216663
"cardejo02",0.00204441415682731
"henderi01",0.00204441415682731
"mazerbi01",0.00204441415682731
"trammal01",0.00204441415682731
"williea02",0.00204441415682731
"marshmi02",0.00202959956148798
"robinja02",0.00202959956148798
