2,29,31
5,25,26,27,28,29
10,24,25,26,27,28,29,29,30,31,32
3,26,27,28
5,24,25,26,26,28
4,24,25,25,26
19,22,23,24,25,26,27,28,29,30,31,32,32,33,34,35,36,37,38,38
5,23,25,26,28,29
3,23,24,25
1,26
2,24,25
5,24,25,26,27,29
1,24
1,28
1,24
3,27,28,29
6,27,28,29,30,31,31
4,25,26,27,29
3,27,28,29
9,29,30,30,32,33,34,34,35,35
2,22,31
11,21,24,25,26,26,27,28,29,33,34,35
1,27
13,22,23,24,25,26,27,28,29,30,31,32,33,33
6,27,28,29,30,31,32
12,26,27,28,29,30,31,32,33,34,35,36,37
4,30,31,32,34
6,23,24,25,25,26,26
7,24,25,26,27,28,29,30
2,28,28
6,24,25,26,26,26,27
1,24
2,25,26
1,24
3,23,25,33
1,24
17,22,23,24,25,26,27,28,29,30,31,32,33,34,35,35,36,36
20,24,25,26,27,28,29,30,31,32,33,34,35,36,36,37,38,39,40,40,41
4,23,24,25,26
18,24,24,26,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42
3,21,22,23
1,32
4,24,25,26,26
4,23,24,25,26
2,23,25
10,29,30,31,32,33,34,35,36,37,38
3,22,23,24
8,26,27,28,29,30,31,32,33
3,26,28,29
11,24,25,26,27,27,28,29,30,31,33,33
13,26,27,28,29,30,31,32,33,34,35,36,37,38
6,23,24,25,26,27,27
3,24,26,27
3,30,31,32
1,25
17,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
4,25,26,27,27
1,27
3,23,24,25
13,24,25,26,27,28,29,30,31,32,32,33,33,34
9,21,22,23,24,25,26,27,28,29
8,24,25,26,27,28,28,29,31
5,21,22,23,24,25
1,26
9,28,29,30,31,31,32,33,34,34
9,23,24,25,26,27,28,29,29,30
1,23
2,30,31
1,22
6,26,30,31,32,32,34
1,22
4,24,25,26,27
11,25,26,27,28,29,30,31,32,33,34,35
5,24,25,25,26,27
7,22,24,25,26,26,28,29
1,24
1,23
7,22,23,24,25,26,27,28
8,24,25,26,27,28,29,30,31
2,26,27
3,22,24,25
16,24,25,26,27,28,29,30,31,32,33,33,34,35,36,37,38
19,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
6,25,27,28,28,29,30
1,22
5,22,23,24,25,26
7,27,28,29,30,30,31,32
8,22,23,24,25,26,27,28,29
6,22,23,23,25,26,27
1,25
3,25,26,27
4,31,32,33,34
16,22,23,24,25,26,27,28,28,29,30,31,31,34,35,36,37
3,23,25,26
15,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
3,29,30,31
2,29,31
16,31,31,32,33,34,35,36,37,38,38,39,40,40,41,41,42
1,26
1,29
