"1",6,5,1,4,11,1,1,7,5,14,1,1,20,3,0,9,2,1,9,1,25,1,5,4,2,4,7,34,2,1,4,4,18,7,5,17,11,6,4,0,0,3,6,0,13,1,30,11,26,3,7,8,2,19,5,6,4,2,6,3,1,2,0,0,29,2,1,2,23,38,15,2,12,3,4,0,1,13,1,12,1,1,2,0,10,2,28,19,3,3,0,2,1,1,5,1,2,9,24,2,4,1,10,0,6,2,2,2,2,3,5,12,3,3,1,2,6,0,3,3,27,0,19,2,2,1,3,3,0,2,2,4,3,4,37,9,1,17,14,15,0,8,1,4,26,14,3,1,8,12,1,2,14,1,3,22,6,3,26,37,7,3,5,18,6,21,0,1,6,15,4,3,0,5,3,2,1,14,2,7,2,24
"1",10,5,1,6,19,5,1,9,5,22,1,3,21,2,1,9,5,1,5,4,20,1,4,3,1,2,5,35,2,1,6,2,9,7,3,24,13,21,4,2,0,3,5,1,11,1,10,8,26,2,8,7,2,17,3,3,11,3,8,0,3,1,2,0,28,0,2,1,27,22,12,3,15,2,2,3,3,13,3,19,0,2,2,3,13,0,42,9,9,14,0,2,1,3,3,9,0,9,21,5,5,0,4,0,1,0,6,6,2,0,14,11,0,2,1,0,5,1,6,3,18,2,13,6,2,1,16,4,2,11,1,10,2,2,43,10,2,18,11,8,3,20,2,1,33,17,9,0,12,11,2,5,17,2,3,17,3,13,20,43,9,1,4,14,4,42,2,3,5,22,1,0,1,8,1,1,3,11,4,4,2,20
"1",6,11,2,6,20,2,3,1,7,22,1,2,23,2,1,9,6,2,11,3,16,1,3,6,12,5,12,40,0,4,4,4,14,3,4,14,18,13,3,2,0,2,9,1,8,1,17,6,35,5,10,8,2,28,12,6,8,4,11,2,3,1,0,1,27,0,5,1,21,30,13,7,17,3,0,2,3,16,2,23,2,0,6,0,10,4,22,15,6,7,0,4,1,0,2,7,0,9,11,4,6,3,4,1,2,1,3,6,1,1,3,7,3,2,1,1,6,1,2,3,19,0,19,2,1,0,14,3,0,4,0,9,1,3,33,7,3,10,10,12,0,14,1,9,31,14,5,4,16,9,2,5,18,2,4,18,2,5,18,23,5,3,5,13,7,36,0,3,0,21,0,1,5,3,5,1,3,13,4,11,2,19
"1",7,4,0,5,21,2,2,6,4,13,0,2,18,1,0,6,8,0,14,4,27,1,1,9,8,3,5,44,1,0,7,5,12,3,1,11,14,12,6,0,2,2,8,0,13,6,17,5,33,3,7,19,3,19,8,8,2,6,4,3,3,1,1,2,25,3,6,3,30,34,14,5,18,0,1,4,4,16,0,14,0,0,5,3,11,0,30,16,10,7,1,2,5,1,1,3,1,3,17,2,11,4,6,1,5,1,3,2,7,3,8,5,1,2,3,3,3,1,3,1,13,0,21,5,4,0,9,4,1,7,0,13,1,1,54,8,3,15,8,7,0,12,1,3,30,23,4,2,24,13,0,2,16,2,2,15,6,5,15,39,13,2,6,10,3,34,1,2,5,24,4,0,1,3,6,1,1,9,6,17,1,16
"1",8,8,3,6,18,2,1,6,4,22,1,5,27,2,0,14,4,2,21,0,13,0,4,6,6,4,4,28,0,1,2,2,23,9,2,10,9,11,7,4,0,3,6,1,5,1,15,5,37,1,8,11,3,18,10,4,3,0,3,0,6,1,3,4,37,3,2,2,28,27,13,4,14,2,1,3,2,16,2,8,2,0,4,3,14,4,31,6,1,15,0,3,2,1,4,4,1,7,14,5,10,3,6,3,7,1,4,1,2,3,10,9,4,0,4,2,3,2,6,2,16,2,23,0,0,1,10,1,0,9,1,6,1,5,49,11,1,19,10,11,1,7,2,3,33,18,2,3,12,7,0,7,18,2,1,11,2,6,18,38,7,1,5,6,3,42,0,1,3,13,2,1,2,5,2,3,2,17,3,5,1,16
"1",5,5,0,9,24,1,1,9,8,12,1,6,20,1,1,9,9,0,12,3,14,6,0,4,2,1,4,40,1,2,6,4,11,9,2,10,8,6,6,2,2,1,4,1,9,3,11,4,35,2,10,14,0,15,10,7,7,2,7,2,5,4,2,6,29,1,2,3,14,34,18,8,9,1,1,2,6,12,3,17,2,2,5,0,13,1,36,18,5,4,2,2,4,0,4,5,3,6,12,4,8,5,6,0,2,3,2,1,4,1,11,11,3,1,4,3,4,5,4,2,23,0,11,3,0,1,9,7,1,2,0,4,0,5,49,14,5,14,7,13,5,8,1,3,37,22,0,1,18,11,1,8,41,0,3,14,3,11,19,40,8,4,4,11,7,37,3,3,5,27,0,0,2,1,1,1,2,12,2,18,1,28
"1",2,6,3,5,12,2,1,4,11,22,3,1,20,1,0,7,6,1,9,0,27,3,2,9,3,3,8,32,0,1,10,4,21,7,6,13,16,10,7,2,0,4,8,0,8,0,20,3,44,4,11,9,1,14,6,2,4,4,5,2,5,2,0,3,29,4,2,2,25,34,9,7,11,0,5,3,3,11,2,23,0,2,6,3,5,2,19,17,7,11,1,9,3,1,2,6,3,5,15,3,5,5,8,3,3,2,2,4,0,1,6,10,6,2,3,4,2,4,4,0,20,1,23,3,4,1,10,5,1,1,1,4,1,2,38,9,7,14,5,11,0,9,1,4,42,16,8,2,23,9,0,4,17,3,1,8,3,9,21,50,3,4,4,12,4,33,0,2,3,31,2,2,4,6,4,2,3,14,7,10,3,15
"1",4,12,1,6,15,0,2,7,13,18,0,3,9,1,1,3,13,3,15,2,28,3,1,16,4,1,9,31,4,2,5,4,17,9,3,23,12,11,2,1,0,2,5,1,2,0,18,3,26,0,9,9,3,19,8,5,6,9,9,1,1,3,4,4,34,2,1,3,25,40,10,7,19,0,4,1,1,9,2,16,0,0,5,2,9,1,40,16,15,7,0,5,1,2,3,4,2,3,5,6,10,4,15,1,5,1,1,2,2,5,8,7,5,1,3,4,3,3,4,1,19,1,25,3,0,1,8,5,0,10,0,7,2,6,42,5,4,14,5,6,1,7,1,2,32,24,5,1,22,11,0,5,15,0,4,7,1,10,27,32,7,5,5,24,6,30,1,3,7,25,1,0,3,1,3,1,2,21,2,13,5,26
"1",4,8,0,4,14,3,0,15,10,23,1,3,9,0,1,3,3,0,10,3,25,1,5,11,2,3,10,31,1,1,3,2,17,8,5,11,14,10,0,1,1,3,6,4,7,1,12,6,38,1,20,8,1,15,7,5,9,3,7,1,0,1,0,1,30,2,1,1,24,30,19,6,18,2,0,1,2,12,2,21,3,1,7,3,17,4,38,15,5,11,1,6,0,3,5,9,3,7,13,4,2,3,16,0,3,0,7,2,4,0,12,7,2,4,4,3,6,4,4,1,17,2,16,0,2,0,8,2,2,5,3,20,2,6,43,7,5,16,9,15,2,8,1,4,39,9,6,1,18,8,3,3,34,2,4,9,5,5,22,30,10,4,5,9,6,34,0,3,3,21,1,0,1,1,6,0,3,12,3,20,0,17
"1",3,3,0,6,14,3,3,6,7,22,2,2,19,2,0,5,4,2,21,1,21,0,0,10,1,4,12,35,2,3,3,3,15,10,5,6,9,9,1,0,0,3,3,0,7,1,32,6,51,8,16,12,2,22,3,1,9,3,12,7,1,4,2,2,22,4,0,0,18,28,13,7,15,1,0,2,2,9,2,19,3,1,4,3,10,2,39,17,6,8,0,2,0,1,5,6,2,2,6,5,5,2,12,0,3,1,1,7,3,5,9,9,5,0,2,1,5,5,2,2,14,0,13,2,2,0,13,2,1,10,1,5,4,13,29,10,1,18,7,12,2,6,1,4,27,14,7,0,15,7,1,5,24,0,6,13,2,7,18,45,7,1,3,17,4,43,0,5,4,23,1,0,2,1,4,4,3,11,9,17,0,21
