"1",-4.69723611441007,-4.73557857061221,-4.75335035970113,-4.82099924016672,-4.88018872162263,-4.88518426893103,-4.87681339746578,-4.83602587763296,-4.84075075510907,-4.77867828924217,-4.78387132200828,-4.83236042632546,-4.80377665892711,-4.75025320695537,-4.74072370282964,-4.72927730151216,-4.76641740194209,-4.80119488858673,-4.83444186782749,-4.86683728973028,-4.84769587621969
"2",-4.51156007768963,-4.54599496160357,-4.59631087473672,-4.60647066397309,-4.6419406788484,-4.59170819773325,-4.54090593549875,-4.53859007094216,-4.558489037378,-4.55356404260012,-4.50908834813269,-4.49687955553446,-4.51334084162833,-4.49256050792644,-4.46631935009623,-4.41319127053056,-4.42691388192974,-4.40493047473842,-4.37247055945039,-4.33296999873859,-4.33577721202126
"3",-4.3115644149464,-4.35183033323627,-4.39802236110905,-4.36191237099174,-4.39539604457351,-4.34156397899746,-4.32058653594168,-4.35340758706637,-4.3638152422066,-4.36305174297893,-4.37766818904051,-4.31782102352312,-4.25958999445152,-4.18188186031929,-4.13804461402559,-4.14061645240986,-4.17677300888262,-4.18948534801356,-4.15842229677625,-4.15382653219987,-4.1644466777323
"4",-4.1484654425286,-4.16784949976048,-4.15231518602178,-4.17695196420722,-4.1465660225851,-4.1390916934995,-4.09806489057275,-4.08609078569697,-4.03975910025518,-4.02528513953724,-4.02716381377748,-4.03564802428172,-4.03278692421748,-4.00616247839528,-4.01640431378041,-3.98973578113617,-3.97178474102185,-3.94631599669038,-3.93888743423442,-3.92311255144671,-3.91614774385721
"5",-3.95445336000232,-4.00685919461371,-3.97737841511904,-3.96079638693652,-3.94488686491654,-3.96552982783323,-3.92562267355902,-3.91742176968409,-3.88689923748469,-3.83057428873291,-3.82914642640103,-3.83990466668283,-3.81616681557138,-3.75213373109611,-3.732733049679,-3.71587956934525,-3.67966596244939,-3.63682562176271,-3.67250729199572,-3.6609900483381,-3.62469709261505
"6",-3.80054852900329,-3.82115710077452,-3.80696359131361,-3.81833081890927,-3.75463702459421,-3.75816749819052,-3.72684972920705,-3.69793429226847,-3.74573652503509,-3.70913589457758,-3.64885455963088,-3.66192058677219,-3.64688938995015,-3.63357588936757,-3.6438022429199,-3.6246367243004,-3.63839298226827,-3.63035673476831,-3.61343896771116,-3.59943873895362,-3.60808790512794
"7",-3.55511468527363,-3.53153836006898,-3.56682516213465,-3.52225981839346,-3.52516940540409,-3.51445284841193,-3.60577262803582,-3.60847032601645,-3.61433604711546,-3.53513115952961,-3.49315783130785,-3.49828090776466,-3.49068347257067,-3.44620093583916,-3.45088494403152,-3.46816733612677,-3.4869332013251,-3.47245235265157,-3.4732263006023,-3.45628675116463,-3.40160129964757
"8",-3.38496631585562,-3.44471068784953,-3.47614720521875,-3.47993054649249,-3.49283980446345,-3.43295581999318,-3.38216235043352,-3.2875375360677,-3.30433758330708,-3.36226625344754,-3.39322652884169,-3.3914275771724,-3.34754493808384,-3.32898289280764,-3.25738533757224,-3.27339283232012,-3.25873094515868,-3.22186076070461,-3.18456920367162,-3.18610380861962,-3.19192159999019
"9",-3.194903217734,-3.24137343778569,-3.24935712826052,-3.29610021296685,-3.29474394897806,-3.24566383200639,-3.25118955751402,-3.21514044820655,-3.24152572236488,-3.26072560614045,-3.22327948573666,-3.2239185785507,-3.23966995846008,-3.21976130580774,-3.18323335002275,-3.16593040415514,-3.15923637541875,-3.12402914611937,-3.09625334597043,-3.1091904377381,-3.08425674244463
"10",-3.08959547191874,-3.09893652765098,-3.15127237348835,-3.16256008251875,-3.14918819234243,-3.1331097041194,-3.09558663400291,-3.14166552420602,-3.13358492849986,-3.11631467531446,-3.14093851371492,-3.10128475830997,-3.08471771045389,-3.11469668279737,-3.09883507773472,-3.05682616038812,-3.06784395916125,-3.03608417804159,-3.00590920310186,-2.97518545102801,-2.96971431732111
