"1",1,1,23,1,2,6,17,21,3,40,3,3,4,45,4,7,1,9,0,1,8,9,0,0,5,18,9,9,8,1,2,4,12,6,7,3,4,13,2,39,6,15,36,6,3,0,18,5,0,13,2,20,7,7,4,2,2,8,13,0,17,13,0,0,11,5,4,9,5,3,8,1,3,5,3,2,2,0,23,0,0,26,6,3,14,12,14,5,2,15,28,2,31,16,4,3,20,4,11,15,4,3,5,0,1,13,4,2,10,9,19,10,1,4,0,1,9,21,16,10,3,2,1,1,29,20,0,1,1,11,3,7,14,12,14,0,0,22,1,4,3
"1",3,2,22,0,2,1,17,19,2,25,6,0,7,40,10,14,0,5,0,2,6,11,0,5,6,16,6,11,13,0,5,4,15,3,7,11,1,13,0,27,7,25,27,4,3,0,12,5,0,11,2,16,9,6,2,3,0,2,14,2,15,19,1,1,11,2,1,13,7,20,8,1,3,7,7,0,1,1,24,0,4,44,2,2,14,6,15,3,1,9,19,0,42,36,5,1,10,5,13,22,6,1,11,0,0,9,4,1,10,8,22,12,1,7,0,1,9,17,6,3,3,1,2,6,24,27,0,1,5,6,1,6,12,7,19,1,0,19,1,5,8
"1",1,1,34,0,1,3,17,25,0,22,4,3,7,39,6,14,0,13,0,0,11,12,1,3,3,13,8,10,7,2,2,3,15,5,7,10,2,8,0,24,9,24,35,1,0,0,28,4,0,23,6,24,0,4,1,0,1,8,17,1,19,18,1,1,12,3,1,10,6,11,4,1,0,4,4,2,4,0,26,2,2,22,4,2,16,6,18,1,1,12,41,1,38,28,8,0,10,6,8,9,5,2,7,1,1,17,3,1,18,4,29,12,1,2,1,0,12,25,10,10,5,1,1,3,28,25,0,0,5,5,3,6,19,12,11,2,0,23,5,5,11
"1",5,0,18,1,3,1,13,18,1,20,5,0,9,52,4,8,0,7,0,2,8,29,2,3,8,12,10,5,4,5,4,5,20,6,4,7,2,19,2,28,8,15,48,4,0,1,13,5,0,17,2,25,0,4,0,2,3,12,10,0,18,18,0,2,11,2,2,13,5,5,9,2,2,7,5,1,4,0,35,0,6,22,7,1,24,7,21,5,2,17,33,1,36,26,5,2,17,7,2,20,5,3,10,1,0,12,6,3,15,8,21,7,2,6,1,0,10,14,12,12,9,1,2,5,18,30,3,0,2,9,1,2,12,13,14,0,0,18,2,7,15
"1",0,2,14,1,1,6,16,8,1,24,4,0,4,51,0,14,2,12,1,1,4,24,0,2,4,10,17,4,2,3,4,5,17,5,5,6,4,11,1,20,9,17,29,5,1,0,10,5,0,17,4,28,3,5,1,4,1,5,11,2,22,14,2,0,10,5,1,13,1,8,9,0,2,6,7,0,1,1,22,2,3,26,5,4,12,5,16,6,0,14,29,1,30,31,1,2,19,17,9,10,6,1,7,1,0,17,7,1,13,11,14,11,1,6,1,1,3,15,15,8,8,0,1,2,30,21,4,3,2,10,0,2,14,10,11,0,0,21,2,4,6
"1",2,1,27,2,1,3,15,19,1,24,3,1,5,57,3,13,3,8,4,1,1,16,0,1,5,13,7,7,2,4,5,8,18,3,7,4,5,16,1,22,8,14,23,5,2,1,11,4,0,23,0,17,3,10,0,2,1,7,7,1,14,21,1,0,12,4,3,12,3,9,4,1,1,2,4,1,1,1,20,1,2,31,5,0,10,3,19,10,0,16,36,1,38,30,4,1,10,12,6,21,2,3,4,0,0,8,4,2,17,10,30,16,0,5,0,1,9,29,11,6,5,0,1,0,21,17,0,1,4,7,2,3,17,14,15,0,0,19,1,7,8
"1",1,1,16,0,3,3,14,23,2,10,3,1,3,41,5,10,1,5,0,2,6,19,2,4,1,11,6,6,7,1,6,4,9,3,7,11,3,13,1,29,5,25,34,5,1,0,15,5,0,15,0,28,2,18,0,3,1,4,10,0,10,26,1,3,9,1,1,13,4,10,4,1,0,5,4,0,1,1,24,0,5,32,1,0,12,3,19,2,0,23,30,2,40,15,1,3,19,6,9,19,3,1,6,0,1,10,5,2,28,12,18,9,1,3,1,1,5,25,21,5,4,1,0,3,20,27,2,1,1,8,4,10,14,12,21,0,1,27,1,5,8
"1",2,1,18,0,1,5,17,23,0,26,5,2,7,49,4,11,1,10,2,2,6,20,1,4,2,19,5,6,4,5,3,1,16,5,2,9,3,8,3,24,2,21,31,4,0,0,22,6,0,11,4,24,2,9,1,5,0,5,8,0,15,19,1,3,14,3,6,11,6,5,3,1,0,6,1,1,1,1,20,0,2,23,8,4,7,4,13,4,0,16,35,0,34,19,1,4,15,9,7,11,7,0,6,1,0,11,8,0,14,14,20,9,1,5,0,1,6,11,10,7,5,0,0,3,29,16,1,4,7,2,0,4,21,11,14,0,1,20,7,8,12
"1",1,3,9,3,0,2,19,17,0,19,4,2,2,51,1,16,0,14,0,0,9,22,1,4,4,14,8,4,7,0,6,4,24,5,13,10,2,13,4,12,23,16,28,1,3,0,13,3,1,21,1,16,4,10,0,1,1,8,7,0,24,27,0,1,14,4,5,10,6,11,3,1,2,6,4,2,0,0,25,0,5,33,2,6,5,4,10,2,2,20,34,1,28,21,3,4,14,6,11,25,4,0,8,1,0,12,4,2,10,7,24,6,1,5,0,1,8,15,18,7,13,3,1,0,16,12,1,2,3,8,3,3,14,21,9,2,1,16,3,8,5
"1",2,3,18,0,2,5,16,11,1,22,3,1,5,42,1,14,0,12,1,0,4,14,0,11,1,15,5,7,3,2,4,2,30,8,7,4,3,14,1,23,15,20,23,3,2,1,19,1,1,10,1,13,2,11,2,3,0,9,8,1,24,22,0,0,12,6,6,10,2,5,6,3,0,11,0,1,2,0,20,1,5,31,2,1,11,1,12,9,0,20,27,2,32,20,4,2,12,15,5,28,5,2,10,0,0,13,3,1,11,11,18,11,2,5,1,0,7,34,17,9,8,1,1,1,15,30,3,2,9,8,6,3,9,10,25,1,1,14,2,11,6
